,height,weight,label,0
873,0.76,0.39,thin,thin
874,0.695,0.36,normal,normal
875,0.875,0.65,normal,normal
876,0.86,0.57,normal,normal
877,0.63,0.52,fat,fat
878,0.885,0.54,thin,thin
879,0.865,0.65,normal,normal
880,0.895,0.57,thin,thin
881,0.765,0.58,normal,normal
882,0.995,0.54,thin,thin
883,1.0,0.38,thin,thin
884,0.99,0.5,thin,thin
885,0.895,0.68,normal,normal
886,0.675,0.55,fat,fat
887,0.635,0.38,normal,normal
888,0.65,0.58,fat,fat
889,0.66,0.51,fat,fat
890,0.83,0.6,normal,normal
891,0.845,0.56,normal,normal
892,0.78,0.64,fat,fat
893,0.695,0.68,fat,fat
894,0.99,0.65,thin,thin
895,0.97,0.38,thin,thin
896,0.74,0.66,fat,fat
897,0.92,0.43,thin,thin
898,0.635,0.7,fat,fat
899,0.85,0.59,normal,normal
900,0.965,0.38,thin,thin
901,0.655,0.66,fat,fat
902,0.93,0.36,thin,thin
903,0.975,0.52,thin,thin
904,0.975,0.67,thin,thin
905,0.62,0.36,normal,normal
906,0.665,0.75,fat,fat
907,1.0,0.65,thin,thin
908,0.97,0.39,thin,thin
909,0.74,0.5,normal,normal
910,0.825,0.45,thin,thin
911,0.94,0.72,normal,normal
912,0.945,0.67,normal,normal
913,0.715,0.63,fat,fat
914,0.7,0.6,fat,fat
915,0.815,0.68,fat,fat
916,0.74,0.41,normal,normal
917,0.925,0.39,thin,thin
918,0.96,0.53,thin,thin
919,0.86,0.76,fat,fat
920,0.68,0.62,fat,fat
921,0.99,0.72,thin,normal
922,0.71,0.36,thin,thin
923,0.89,0.66,normal,normal
924,0.84,0.73,fat,fat
925,0.765,0.63,fat,fat
926,0.61,0.68,fat,fat
927,0.705,0.72,fat,fat
928,0.835,0.42,thin,thin
929,0.815,0.43,thin,thin
930,0.61,0.43,fat,fat
931,0.965,0.56,thin,thin
932,0.98,0.48,thin,thin
933,0.635,0.36,normal,normal
934,0.67,0.41,normal,normal
935,0.66,0.5,fat,fat
936,0.635,0.7,fat,fat
937,0.89,0.79,normal,normal
938,0.825,0.46,thin,thin
939,0.61,0.41,fat,fat
940,0.795,0.38,thin,thin
941,0.73,0.69,fat,fat
942,0.62,0.54,fat,fat
943,0.88,0.72,normal,normal
944,0.95,0.42,thin,thin
945,0.885,0.62,normal,normal
946,0.82,0.45,thin,thin
947,0.635,0.8,fat,fat
948,0.74,0.62,fat,fat
949,0.82,0.45,thin,thin
950,0.765,0.64,fat,fat
951,0.845,0.4,thin,thin
952,0.905,0.45,thin,thin
953,0.715,0.74,fat,fat
954,0.825,0.4,thin,thin
955,0.765,0.47,normal,normal
956,0.67,0.59,fat,fat
957,0.645,0.37,normal,normal
958,0.87,0.78,fat,fat
959,0.905,0.8,normal,normal
960,0.96,0.45,thin,thin
961,0.93,0.38,thin,thin
962,0.93,0.63,thin,thin
963,0.98,0.77,normal,normal
964,0.745,0.38,thin,thin
965,0.63,0.38,normal,normal
966,0.695,0.7,fat,fat
967,0.8,0.38,thin,thin
968,0.63,0.66,fat,fat
969,0.79,0.57,normal,normal
970,0.98,0.77,normal,normal
971,0.755,0.69,fat,fat
972,0.85,0.5,thin,thin
973,0.745,0.36,thin,thin
974,0.875,0.53,thin,thin
975,0.84,0.36,thin,thin
976,0.64,0.37,normal,normal
977,0.785,0.72,fat,fat
978,0.805,0.71,fat,fat
979,0.73,0.7,fat,fat
980,0.71,0.56,fat,fat
981,0.775,0.61,fat,fat
982,0.78,0.53,normal,normal
983,0.685,0.39,normal,normal
984,0.975,0.76,normal,normal
985,0.69,0.72,fat,fat
986,0.795,0.42,thin,thin
987,0.95,0.8,normal,normal
988,0.905,0.5,thin,thin
989,0.73,0.67,fat,fat
990,0.935,0.59,thin,thin
991,0.8,0.44,thin,thin
992,0.93,0.65,normal,normal
993,0.645,0.61,fat,fat
994,0.68,0.79,fat,fat
995,0.685,0.66,fat,fat
996,1.0,0.4,thin,thin
997,0.645,0.76,fat,fat
998,0.665,0.38,normal,normal
999,0.825,0.66,normal,normal
1000,0.765,0.7,fat,fat
1001,0.625,0.52,fat,fat
1002,0.91,0.55,thin,thin
1003,0.835,0.43,thin,thin
1004,0.75,0.7,fat,fat
1005,0.61,0.37,normal,normal
1006,0.635,0.39,normal,normal
1007,0.705,0.61,fat,fat
1008,0.785,0.8,fat,fat
1009,1.0,0.57,thin,thin
1010,0.66,0.75,fat,fat
1011,0.855,0.55,normal,normal
1012,0.77,0.7,fat,fat
1013,0.65,0.75,fat,fat
1014,0.915,0.79,normal,normal
1015,0.92,0.41,thin,thin
1016,0.605,0.48,fat,fat
1017,0.89,0.78,normal,normal
1018,0.83,0.4,thin,thin
1019,0.77,0.46,normal,normal
1020,0.785,0.74,fat,fat
1021,0.775,0.68,fat,fat
1022,0.84,0.38,thin,thin
1023,0.875,0.35,thin,thin
1024,0.74,0.75,fat,fat
1025,0.615,0.5,fat,fat
1026,0.725,0.62,fat,fat
1027,0.81,0.46,thin,thin
1028,0.66,0.67,fat,fat
1029,0.695,0.67,fat,fat
1030,0.76,0.66,fat,fat
1031,0.925,0.53,thin,thin
1032,0.89,0.6,normal,normal
1033,0.955,0.6,thin,thin
1034,0.685,0.41,normal,normal
1035,0.67,0.5,fat,fat
1036,0.835,0.42,thin,thin
1037,0.855,0.64,normal,normal
1038,0.97,0.56,thin,thin
1039,0.73,0.52,normal,normal
1040,0.855,0.39,thin,thin
1041,0.735,0.42,normal,normal
1042,0.695,0.54,fat,fat
1043,0.715,0.71,fat,fat
1044,0.865,0.36,thin,thin
1045,0.705,0.43,normal,normal
1046,0.95,0.79,normal,normal
1047,0.735,0.67,fat,fat
1048,0.96,0.51,thin,thin
1049,0.94,0.51,thin,thin
1050,0.875,0.41,thin,thin
1051,0.84,0.52,thin,thin
1052,0.79,0.47,normal,normal
1053,0.75,0.56,normal,normal
1054,0.765,0.37,thin,thin
1055,0.81,0.54,normal,normal
1056,0.745,0.67,fat,fat
1057,0.61,0.44,fat,fat
1058,0.885,0.62,normal,normal
1059,0.735,0.43,normal,normal
1060,0.88,0.67,normal,normal
1061,0.605,0.76,fat,fat
1062,0.64,0.55,fat,fat
1063,0.96,0.39,thin,thin
1064,0.815,0.42,thin,thin
1065,0.865,0.69,normal,normal
1066,0.95,0.8,normal,normal
1067,0.955,0.57,thin,thin
1068,0.755,0.62,fat,fat
1069,0.62,0.76,fat,fat
1070,0.745,0.55,normal,normal
1071,0.815,0.45,thin,thin
1072,0.97,0.52,thin,thin
1073,0.65,0.68,fat,fat
1074,0.685,0.49,fat,fat
1075,0.655,0.38,normal,normal
1076,0.62,0.45,fat,fat
1077,0.91,0.44,thin,thin
1078,0.99,0.42,thin,thin
1079,0.705,0.69,fat,fat
1080,0.805,0.77,fat,fat
1081,0.945,0.57,thin,thin
1082,0.985,0.45,thin,thin
1083,0.735,0.63,fat,fat
1084,0.965,0.45,thin,thin
1085,0.93,0.5,thin,thin
1086,0.645,0.41,normal,normal
1087,0.83,0.6,normal,normal
1088,0.735,0.71,fat,fat
1089,0.975,0.72,normal,normal
1090,0.67,0.78,fat,fat
1091,0.79,0.52,normal,normal
1092,0.96,0.43,thin,thin
1093,0.695,0.8,fat,fat
1094,0.8,0.37,thin,thin
1095,0.94,0.79,normal,normal
1096,0.78,0.79,fat,fat
1097,0.855,0.4,thin,thin
1098,0.735,0.59,fat,fat
1099,0.955,0.67,thin,normal
1100,0.83,0.36,thin,thin
1101,0.82,0.44,thin,thin
1102,0.705,0.37,normal,normal
1103,0.64,0.69,fat,fat
1104,0.625,0.68,fat,fat
1105,0.85,0.58,normal,normal
1106,0.9,0.48,thin,thin
1107,0.635,0.55,fat,fat
1108,0.83,0.52,normal,normal
1109,0.745,0.68,fat,fat
1110,0.9,0.76,normal,normal
1111,0.96,0.75,normal,normal
1112,0.705,0.51,fat,fat
1113,0.785,0.67,fat,fat
1114,0.62,0.67,fat,fat
1115,0.95,0.49,thin,thin
1116,0.6,0.74,fat,fat
1117,0.825,0.46,thin,thin
1118,0.8,0.4,thin,thin
1119,0.645,0.6,fat,fat
1120,0.98,0.48,thin,thin
1121,0.96,0.75,normal,normal
1122,0.665,0.37,normal,normal
1123,0.915,0.76,normal,normal
1124,1.0,0.77,normal,normal
1125,0.945,0.61,thin,thin
1126,0.665,0.43,normal,normal
1127,0.85,0.62,normal,normal
1128,0.67,0.52,fat,fat
1129,0.89,0.67,normal,normal
1130,0.685,0.53,fat,fat
1131,0.94,0.37,thin,thin
1132,0.705,0.52,fat,fat
1133,0.715,0.48,normal,normal
1134,0.94,0.47,thin,thin
1135,0.785,0.77,fat,fat
1136,0.89,0.73,normal,normal
1137,0.875,0.73,normal,normal
1138,0.855,0.62,normal,normal
1139,0.805,0.37,thin,thin
1140,0.975,0.66,thin,thin
1141,0.94,0.42,thin,thin
1142,0.955,0.37,thin,thin
1143,0.76,0.63,fat,fat
1144,0.8,0.78,fat,fat
1145,0.8,0.49,normal,normal
1146,0.705,0.78,fat,fat
1147,0.71,0.6,fat,fat
1148,0.94,0.7,normal,normal
1149,0.895,0.67,normal,normal
1150,0.725,0.35,thin,thin
1151,0.66,0.54,fat,fat
1152,0.835,0.59,normal,normal
1153,0.885,0.63,normal,normal
1154,0.73,0.78,fat,fat
1155,0.705,0.57,fat,fat
1156,0.9,0.59,thin,thin
1157,0.8,0.45,thin,thin
1158,0.805,0.4,thin,thin
1159,0.98,0.52,thin,thin
1160,0.8,0.49,normal,normal
1161,0.69,0.39,normal,normal
1162,0.81,0.68,fat,fat
1163,0.98,0.78,normal,normal
1164,0.965,0.71,normal,normal
1165,0.69,0.41,normal,normal
1166,0.995,0.64,thin,thin
1167,0.65,0.61,fat,fat
1168,0.695,0.65,fat,fat
1169,0.905,0.72,normal,normal
1170,0.615,0.78,fat,fat
1171,0.84,0.37,thin,thin
1172,0.865,0.36,thin,thin
1173,0.61,0.77,fat,fat
1174,0.96,0.56,thin,thin
1175,0.73,0.43,normal,normal
1176,0.805,0.58,normal,normal
1177,0.98,0.74,normal,normal
1178,0.74,0.46,normal,normal
1179,0.915,0.64,normal,normal
1180,0.66,0.55,fat,fat
1181,0.835,0.64,normal,normal
1182,0.905,0.65,normal,normal
1183,0.78,0.43,thin,thin
1184,0.745,0.4,thin,thin
1185,0.86,0.79,fat,fat
1186,0.845,0.51,thin,thin
1187,0.615,0.56,fat,fat
1188,0.66,0.7,fat,fat
1189,0.89,0.8,fat,fat
1190,0.82,0.36,thin,thin
1191,0.97,0.53,thin,thin
1192,0.675,0.48,fat,fat
1193,0.8,0.52,normal,normal
1194,0.61,0.77,fat,fat
1195,0.745,0.68,fat,fat
1196,0.995,0.59,thin,thin
1197,0.865,0.45,thin,thin
1198,0.805,0.46,thin,thin
1199,0.8,0.36,thin,thin
1200,0.975,0.67,thin,thin
1201,0.87,0.61,normal,normal
1202,0.885,0.6,normal,normal
1203,0.67,0.58,fat,fat
1204,0.79,0.38,thin,thin
1205,0.78,0.8,fat,fat
1206,0.805,0.49,normal,normal
1207,0.77,0.43,thin,thin
1208,0.61,0.63,fat,fat
1209,0.995,0.47,thin,thin
1210,0.71,0.45,normal,normal
1211,0.805,0.48,normal,thin
1212,0.625,0.6,fat,fat
1213,0.935,0.6,thin,thin
1214,0.805,0.7,fat,fat
1215,0.965,0.62,thin,thin
1216,0.655,0.66,fat,fat
1217,0.62,0.68,fat,fat
1218,0.695,0.35,thin,normal
1219,0.81,0.79,fat,fat
1220,0.705,0.74,fat,fat
1221,0.995,0.6,thin,thin
1222,0.685,0.64,fat,fat
1223,0.655,0.68,fat,fat
1224,0.935,0.54,thin,thin
1225,0.68,0.68,fat,fat
1226,0.895,0.66,normal,normal
1227,0.75,0.58,fat,fat
1228,0.83,0.75,fat,fat
1229,0.805,0.42,thin,thin
1230,0.715,0.73,fat,fat
1231,0.965,0.73,normal,normal
1232,0.805,0.39,thin,thin
1233,0.625,0.38,normal,normal
1234,0.65,0.59,fat,fat
1235,0.74,0.37,thin,thin
1236,0.955,0.47,thin,thin
1237,0.805,0.35,thin,thin
1238,0.79,0.52,normal,normal
1239,0.88,0.55,thin,thin
1240,0.675,0.75,fat,fat
1241,0.93,0.6,thin,thin
1242,0.605,0.43,fat,fat
1243,0.64,0.69,fat,fat
1244,0.835,0.51,thin,thin
1245,0.87,0.37,thin,thin
1246,0.66,0.39,normal,normal
1247,0.62,0.51,fat,fat
1248,0.95,0.57,thin,thin
1249,0.975,0.53,thin,thin
1250,0.755,0.58,fat,fat
1251,0.865,0.7,normal,normal
1252,0.63,0.69,fat,fat
1253,0.675,0.51,fat,fat
1254,0.825,0.48,thin,thin
1255,1.0,0.57,thin,thin
1256,0.865,0.7,normal,normal
1257,0.61,0.75,fat,fat
1258,0.635,0.67,fat,fat
1259,0.81,0.53,normal,normal
1260,0.885,0.39,thin,thin
1261,0.865,0.73,normal,normal
1262,0.625,0.38,normal,normal
1263,0.82,0.72,fat,fat
1264,0.69,0.71,fat,fat
1265,0.99,0.4,thin,thin
1266,0.775,0.56,normal,normal
1267,0.795,0.38,thin,thin
1268,0.8,0.41,thin,thin
1269,0.96,0.4,thin,thin
1270,0.9,0.77,normal,normal
1271,0.855,0.41,thin,thin
1272,0.885,0.36,thin,thin
1273,0.725,0.64,fat,fat
1274,0.92,0.77,normal,normal
1275,0.63,0.51,fat,fat
1276,0.665,0.72,fat,fat
1277,0.935,0.52,thin,thin
1278,0.985,0.75,normal,normal
1279,0.72,0.73,fat,fat
1280,0.87,0.69,normal,normal
1281,0.955,0.45,thin,thin
1282,0.93,0.66,normal,normal
1283,0.655,0.51,fat,fat
1284,0.705,0.41,normal,normal
1285,0.715,0.7,fat,fat
1286,0.79,0.63,fat,fat
1287,0.715,0.77,fat,fat
1288,0.85,0.48,thin,thin
1289,0.855,0.38,thin,thin
1290,0.815,0.74,fat,fat
1291,0.675,0.45,normal,normal
1292,0.805,0.51,normal,normal
1293,0.735,0.38,thin,thin
1294,0.84,0.51,thin,thin
1295,0.855,0.47,thin,thin
1296,0.825,0.37,thin,thin
1297,0.79,0.67,fat,fat
1298,0.875,0.41,thin,thin
1299,0.645,0.59,fat,fat
1300,0.915,0.37,thin,thin
1301,0.655,0.43,fat,normal
1302,0.95,0.41,thin,thin
1303,0.83,0.73,fat,fat
1304,0.955,0.53,thin,thin
1305,0.715,0.64,fat,fat
1306,0.68,0.56,fat,fat
1307,0.905,0.44,thin,thin
1308,0.985,0.61,thin,thin
1309,0.89,0.39,thin,thin
1310,0.96,0.69,normal,normal
1311,0.675,0.75,fat,fat
1312,0.61,0.55,fat,fat
1313,0.925,0.51,thin,thin
1314,0.705,0.54,fat,fat
1315,0.72,0.49,normal,normal
1316,0.99,0.69,thin,thin
1317,0.885,0.5,thin,thin
1318,0.89,0.69,normal,normal
1319,0.95,0.61,thin,thin
1320,0.88,0.68,normal,normal
1321,0.85,0.39,thin,thin
1322,0.95,0.68,normal,normal
1323,0.67,0.72,fat,fat
1324,0.955,0.68,normal,normal
1325,0.71,0.75,fat,fat
1326,0.65,0.5,fat,fat
1327,0.775,0.78,fat,fat
1328,0.785,0.44,thin,thin
1329,0.695,0.44,normal,normal
1330,0.95,0.66,thin,normal
1331,0.8,0.47,thin,thin
1332,0.9,0.79,normal,normal
1333,0.91,0.49,thin,thin
1334,0.96,0.65,thin,thin
1335,0.895,0.75,normal,normal
1336,0.945,0.46,thin,thin
1337,0.905,0.74,normal,normal
1338,0.985,0.39,thin,thin
1339,0.635,0.42,fat,fat
1340,0.775,0.69,fat,fat
1341,0.895,0.78,normal,normal
1342,0.75,0.58,fat,fat
1343,0.92,0.77,normal,normal
1344,0.735,0.44,normal,normal
1345,0.865,0.47,thin,thin
1346,0.77,0.45,normal,normal
1347,0.875,0.51,thin,thin
1348,0.92,0.54,thin,thin
1349,0.8,0.61,normal,normal
1350,0.625,0.68,fat,fat
1351,0.975,0.66,thin,thin
1352,0.72,0.39,normal,normal
1353,0.66,0.52,fat,fat
1354,0.84,0.48,thin,thin
1355,0.68,0.45,normal,normal
1356,0.83,0.64,normal,normal
1357,0.955,0.71,normal,normal
1358,0.675,0.59,fat,fat
1359,0.855,0.37,thin,thin
1360,0.69,0.72,fat,fat
1361,0.985,0.63,thin,thin
1362,0.795,0.76,fat,fat
1363,0.88,0.65,normal,normal
1364,0.63,0.74,fat,fat
1365,0.815,0.42,thin,thin
1366,0.74,0.59,fat,fat
1367,0.87,0.41,thin,thin
1368,0.74,0.55,fat,normal
1369,0.85,0.45,thin,thin
1370,0.78,0.35,thin,thin
1371,0.74,0.46,normal,normal
1372,0.685,0.68,fat,fat
1373,0.635,0.53,fat,fat
1374,0.935,0.42,thin,thin
1375,0.695,0.44,normal,normal
1376,0.8,0.78,fat,fat
1377,0.84,0.63,normal,normal
1378,0.665,0.63,fat,fat
1379,0.775,0.62,fat,fat
1380,0.895,0.43,thin,thin
1381,0.78,0.41,thin,thin
1382,0.785,0.78,fat,fat
1383,0.925,0.46,thin,thin
1384,0.76,0.58,fat,normal
1385,0.92,0.61,thin,thin
1386,0.65,0.59,fat,fat
1387,0.66,0.48,fat,fat
1388,0.815,0.73,fat,fat
1389,0.645,0.43,fat,fat
1390,0.67,0.65,fat,fat
1391,0.93,0.63,thin,thin
1392,0.765,0.66,fat,fat
1393,0.7,0.44,normal,normal
1394,0.665,0.35,normal,normal
1395,0.735,0.37,thin,thin
1396,0.885,0.6,normal,normal
1397,0.61,0.69,fat,fat
1398,0.685,0.35,normal,normal
1399,0.86,0.65,normal,normal
1400,0.985,0.67,thin,thin
1401,0.68,0.73,fat,fat
1402,0.73,0.77,fat,fat
1403,0.825,0.42,thin,thin
1404,0.795,0.58,normal,normal
1405,0.9,0.49,thin,thin
1406,0.8,0.72,fat,fat
1407,0.97,0.45,thin,thin
1408,0.885,0.6,normal,normal
1409,0.77,0.58,normal,normal
1410,0.665,0.43,normal,normal
1411,0.995,0.39,thin,thin
1412,0.945,0.39,thin,thin
1413,0.71,0.36,thin,thin
1414,0.605,0.42,fat,fat
1415,0.67,0.42,normal,normal
1416,0.995,0.5,thin,thin
1417,0.985,0.8,normal,normal
1418,0.85,0.8,fat,fat
1419,0.775,0.71,fat,fat
1420,0.765,0.63,fat,fat
1421,0.6,0.61,fat,fat
1422,0.8,0.51,normal,normal
1423,0.74,0.72,fat,fat
1424,0.98,0.59,thin,thin
1425,0.79,0.65,fat,fat
1426,0.785,0.65,fat,fat
1427,0.625,0.77,fat,fat
1428,0.83,0.59,normal,normal
1429,0.71,0.8,fat,fat
1430,0.62,0.53,fat,fat
1431,0.745,0.64,fat,fat
1432,0.8,0.71,fat,fat
1433,0.665,0.61,fat,fat
1434,0.875,0.39,thin,thin
1435,0.87,0.79,fat,fat
1436,0.785,0.66,fat,fat
1437,0.86,0.61,normal,normal
1438,0.695,0.75,fat,fat
1439,0.805,0.69,fat,fat
1440,0.675,0.45,normal,normal
1441,0.775,0.43,thin,thin
1442,0.745,0.48,normal,normal
1443,0.86,0.64,normal,normal
1444,0.83,0.54,normal,normal
1445,0.69,0.42,normal,normal
1446,0.86,0.58,normal,normal
1447,0.81,0.79,fat,fat
1448,0.815,0.71,fat,fat
1449,0.675,0.4,normal,normal
1450,0.935,0.72,normal,normal
1451,0.835,0.68,normal,normal
1452,0.99,0.73,normal,normal
1453,0.915,0.59,thin,thin
1454,0.86,0.6,normal,normal
1455,0.89,0.38,thin,thin
1456,1.0,0.48,thin,thin
1457,0.975,0.67,thin,thin
1458,0.64,0.45,fat,fat
1459,0.925,0.54,thin,thin
1460,0.69,0.36,normal,normal
1461,0.935,0.46,thin,thin
1462,0.74,0.62,fat,fat
1463,0.98,0.48,thin,thin
1464,0.615,0.79,fat,fat
1465,0.71,0.51,fat,fat
1466,0.81,0.52,normal,normal
1467,0.88,0.76,normal,normal
1468,0.85,0.76,fat,fat
1469,0.705,0.8,fat,fat
1470,0.61,0.5,fat,fat
1471,0.77,0.73,fat,fat
1472,0.945,0.55,thin,thin
1473,0.69,0.4,normal,normal
1474,0.83,0.43,thin,thin
1475,0.68,0.63,fat,fat
1476,0.805,0.59,normal,normal
1477,0.845,0.69,normal,normal
1478,0.7,0.39,normal,normal
1479,0.725,0.71,fat,fat
1480,0.685,0.74,fat,fat
1481,0.93,0.57,thin,thin
1482,0.64,0.46,fat,fat
1483,0.9,0.72,normal,normal
1484,0.845,0.35,thin,thin
1485,0.82,0.4,thin,thin
1486,0.915,0.43,thin,thin
1487,0.86,0.51,thin,thin
1488,0.63,0.53,fat,fat
1489,0.975,0.64,thin,thin
1490,0.895,0.48,thin,thin
1491,0.82,0.7,fat,fat
1492,0.87,0.4,thin,thin
1493,0.98,0.74,normal,normal
1494,0.78,0.47,normal,normal
1495,0.675,0.78,fat,fat
1496,0.985,0.72,normal,normal
1497,0.6,0.71,fat,fat
1498,0.675,0.66,fat,fat
1499,0.765,0.59,fat,fat
1500,0.735,0.73,fat,fat
1501,0.92,0.35,thin,thin
1502,0.625,0.39,normal,normal
1503,0.755,0.61,fat,fat
1504,0.625,0.61,fat,fat
1505,0.815,0.61,normal,normal
1506,0.76,0.76,fat,fat
1507,0.685,0.49,fat,fat
1508,0.985,0.6,thin,thin
1509,0.945,0.65,thin,thin
1510,0.855,0.39,thin,thin
1511,0.895,0.46,thin,thin
1512,0.92,0.61,thin,thin
1513,0.89,0.48,thin,thin
1514,0.925,0.71,normal,normal
1515,0.75,0.43,normal,normal
1516,0.84,0.65,normal,normal
1517,0.875,0.79,fat,fat
1518,0.71,0.66,fat,fat
1519,0.94,0.58,thin,thin
1520,0.76,0.7,fat,fat
1521,0.79,0.69,fat,fat
1522,0.695,0.62,fat,fat
1523,0.83,0.48,thin,thin
1524,0.77,0.42,thin,thin
1525,0.845,0.75,fat,fat
1526,0.69,0.7,fat,fat
1527,0.935,0.79,normal,normal
1528,0.73,0.79,fat,fat
1529,0.81,0.55,normal,normal
1530,0.95,0.65,thin,thin
1531,0.705,0.74,fat,fat
1532,0.66,0.59,fat,fat
1533,0.755,0.37,thin,thin
1534,0.94,0.58,thin,thin
1535,0.85,0.51,thin,thin
1536,0.61,0.4,fat,fat
1537,0.905,0.71,normal,normal
1538,0.78,0.72,fat,fat
1539,0.95,0.58,thin,thin
1540,0.61,0.63,fat,fat
1541,0.75,0.59,fat,fat
1542,0.935,0.75,normal,normal
1543,0.71,0.37,thin,normal
1544,0.915,0.38,thin,thin
1545,0.685,0.6,fat,fat
1546,0.91,0.45,thin,thin
1547,0.675,0.53,fat,fat
1548,0.675,0.4,normal,normal
1549,0.925,0.69,normal,normal
1550,0.715,0.46,normal,normal
1551,0.735,0.76,fat,fat
1552,0.81,0.55,normal,normal
1553,0.61,0.38,fat,fat
1554,0.84,0.51,thin,thin
1555,0.925,0.39,thin,thin
1556,0.97,0.49,thin,thin
1557,0.925,0.6,thin,thin
1558,0.91,0.4,thin,thin
1559,0.66,0.54,fat,fat
1560,0.9,0.44,thin,thin
1561,0.955,0.67,thin,normal
1562,0.81,0.41,thin,thin
1563,0.76,0.58,fat,normal
1564,0.84,0.7,normal,normal
1565,0.625,0.69,fat,fat
1566,0.615,0.54,fat,fat
1567,0.905,0.53,thin,thin
1568,0.88,0.52,thin,thin
1569,0.89,0.7,normal,normal
1570,0.765,0.79,fat,fat
1571,0.73,0.5,normal,normal
1572,0.905,0.45,thin,thin
1573,0.91,0.41,thin,thin
1574,0.965,0.45,thin,thin
1575,0.62,0.77,fat,fat
1576,0.83,0.65,normal,normal
1577,0.68,0.78,fat,fat
1578,0.95,0.6,thin,thin
1579,0.96,0.72,normal,normal
1580,0.835,0.49,thin,thin
1581,0.755,0.64,fat,fat
1582,0.7,0.66,fat,fat
1583,0.7,0.46,normal,normal
1584,0.765,0.61,fat,fat
1585,0.72,0.54,fat,fat
1586,0.965,0.71,normal,normal
1587,0.705,0.7,fat,fat
1588,0.945,0.8,normal,normal
1589,0.635,0.62,fat,fat
1590,0.875,0.62,normal,normal
1591,0.84,0.8,fat,fat
1592,0.78,0.4,thin,thin
1593,0.73,0.41,normal,normal
1594,0.905,0.49,thin,thin
1595,0.805,0.5,normal,normal
1596,0.865,0.41,thin,thin
1597,0.825,0.58,normal,normal
1598,0.965,0.58,thin,thin
1599,0.75,0.65,fat,fat
1600,0.795,0.36,thin,thin
1601,0.715,0.35,thin,thin
1602,0.625,0.45,fat,fat
1603,0.77,0.67,fat,fat
1604,0.89,0.51,thin,thin
1605,0.99,0.47,thin,thin
1606,0.98,0.55,thin,thin
1607,0.97,0.75,normal,normal
1608,0.885,0.38,thin,thin
1609,0.63,0.77,fat,fat
1610,0.83,0.6,normal,normal
1611,0.83,0.44,thin,thin
1612,0.98,0.47,thin,thin
1613,0.855,0.58,normal,normal
1614,0.755,0.73,fat,fat
1615,0.96,0.56,thin,thin
1616,0.955,0.35,thin,thin
1617,0.81,0.58,normal,normal
1618,0.64,0.4,normal,normal
1619,0.635,0.37,normal,normal
1620,0.74,0.4,thin,thin
1621,0.8,0.66,fat,fat
1622,0.825,0.62,normal,normal
1623,0.985,0.64,thin,thin
1624,0.765,0.38,thin,thin
1625,0.75,0.5,normal,normal
1626,0.795,0.51,normal,normal
1627,0.79,0.4,thin,thin
1628,0.865,0.64,normal,normal
1629,0.9,0.38,thin,thin
1630,0.91,0.38,thin,thin
1631,0.795,0.45,thin,thin
1632,0.73,0.6,fat,fat
1633,0.815,0.62,normal,normal
1634,0.985,0.4,thin,thin
1635,0.97,0.63,thin,thin
1636,0.615,0.71,fat,fat
1637,0.6,0.48,fat,fat
1638,0.855,0.76,fat,fat
1639,0.905,0.73,normal,normal
1640,0.89,0.36,thin,thin
1641,0.985,0.42,thin,thin
1642,0.65,0.55,fat,fat
1643,0.855,0.7,normal,normal
1644,0.61,0.42,fat,fat
1645,0.675,0.57,fat,fat
1646,0.715,0.6,fat,fat
1647,0.615,0.49,fat,fat
1648,0.98,0.55,thin,thin
1649,0.89,0.69,normal,normal
1650,0.9,0.76,normal,normal
1651,0.955,0.57,thin,thin
1652,0.7,0.44,normal,normal
1653,0.835,0.73,fat,fat
1654,0.765,0.75,fat,fat
1655,0.74,0.53,normal,normal
1656,0.69,0.59,fat,fat
1657,0.615,0.69,fat,fat
1658,0.62,0.36,normal,normal
1659,0.75,0.78,fat,fat
1660,0.99,0.67,thin,thin
1661,0.895,0.7,normal,normal
1662,0.73,0.46,normal,normal
1663,0.73,0.42,normal,normal
1664,0.715,0.39,normal,normal
1665,0.645,0.46,fat,fat
1666,0.8,0.48,normal,normal
1667,0.835,0.51,thin,thin
1668,0.91,0.75,normal,normal
1669,0.895,0.67,normal,normal
1670,0.665,0.37,normal,normal
1671,0.66,0.47,fat,fat
1672,0.865,0.59,normal,normal
1673,0.63,0.65,fat,fat
1674,0.76,0.74,fat,fat
1675,0.845,0.67,normal,normal
1676,0.64,0.79,fat,fat
1677,0.67,0.76,fat,fat
1678,0.955,0.73,normal,normal
1679,0.79,0.53,normal,normal
1680,0.82,0.74,fat,fat
1681,0.895,0.69,normal,normal
1682,0.895,0.42,thin,thin
1683,0.72,0.53,fat,fat
1684,0.825,0.67,normal,normal
1685,0.95,0.48,thin,thin
1686,0.9,0.54,thin,thin
1687,0.79,0.36,thin,thin
1688,0.72,0.48,normal,normal
1689,0.83,0.79,fat,fat
1690,0.725,0.75,fat,fat
1691,0.62,0.54,fat,fat
1692,0.665,0.37,normal,normal
1693,0.685,0.73,fat,fat
1694,0.66,0.67,fat,fat
1695,0.695,0.49,fat,fat
1696,0.64,0.46,fat,fat
1697,0.67,0.65,fat,fat
1698,0.65,0.69,fat,fat
1699,0.85,0.77,fat,fat
1700,0.665,0.58,fat,fat
1701,0.87,0.35,thin,thin
1702,0.91,0.74,normal,normal
